"parent" "sex" "offspring" "chrom" "left" "right" "meiosis" "distance_to_next" "dodgy_chromosome"
"8730503" "F" "8730538" 20 5312820 5975851 "8730503_8730538" NA "no"
"8730503" "F" "8730538" 26 1311807 4082302 "8730503_8730538" NA "no"
"8730509" "M" "8747225" 3 86319302 86410262 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 4 19903629 20262980 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 6 3869606 4350277 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 8 43654451 44815240 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 13 14396201 14804059 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 14 5817556 5841853 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 15 7447126 7851967 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 28 869211 2158307 "8730509_8747225" NA "no"
"8730509" "M" "8747225" 29 62745068 63028372 "8730509_8747225" NA "no"
"8730517" "M" "8730506" 2 3337042 3389881 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 3 9167219 9567239 "8730517_8730506" 11436025 "no"
"8730517" "M" "8730506" 3 21003264 21650827 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 4 67673621 70115062 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 5 46045946 46366704 "8730517_8730506" 5903986 "no"
"8730517" "M" "8730506" 5 52270690 52343187 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 8 41483757 41595504 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 9 16846300 16933396 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 12 15974707 16163816 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 14 7985016 8286747 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 15 8908709 9853662 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 19 1611354 1851771 "8730517_8730506" 3854905 "no"
"8730517" "M" "8730506" 19 5706676 6608861 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 20 3609587 3896572 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 22 209765 788149 "8730517_8730506" NA "no"
"8730517" "M" "8730506" 28 2557167 3338328 "8730517_8730506" NA "no"
"8730517" "M" "8730509" 1 71740477 71897877 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 2 80360482 80501740 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 3 1402726 1751434 "8730517_8730509" 2962879 "no"
"8730517" "M" "8730509" 3 4714313 5333832 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 4 15400002 15476784 "8730517_8730509" 29385396 "no"
"8730517" "M" "8730509" 4 44862180 45904741 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 6 13629138 14154682 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 7 27610955 27767322 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 9 4190738 4331965 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 10 8819523 9018471 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 12 8841667 9131068 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 18 10076252 10294513 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 28 2424157 2494917 "8730517_8730509" NA "no"
"8730517" "M" "8730509" 29 24775538 25010694 "8730517_8730509" 43388151 "no"
"8730517" "M" "8730509" 29 68398845 68469874 "8730517_8730509" NA "no"
"8730579" "F" "8887341" 1 105545548 105864326 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 2 58945968 59181737 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 3 29466084 29707000 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 4 37591980 37637283 "8730579_8887341" 29455592 "no"
"8730579" "F" "8887341" 4 67092875 67835171 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 5 3684916 4687038 "8730579_8887341" 21770877 "no"
"8730579" "F" "8887341" 5 26457915 38264606 "8730579_8887341" 16360163 "no"
"8730579" "F" "8887341" 5 54624769 54913477 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 6 2052078 2419126 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 7 25946664 26148652 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 8 1266376 1731795 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 10 8789486 9032522 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 20 3022141 3258258 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 22 1165341 2868620 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 26 54501 239686 "8730579_8887341" NA "no"
"8730579" "F" "8887341" 28 6938 378787 "8730579_8887341" 107776 "no"
"8730579" "F" "8887341" 28 486563 2681597 "8730579_8887341" NA "no"
"8730584" "M" "8309269" 2 100083533 100446202 "8730584_8309269" 45113375 "no"
"8730584" "M" "8309269" 2 145559577 146613414 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 3 4686648 5210170 "8730584_8309269" 89134118 "no"
"8730584" "M" "8309269" 3 94344288 94464796 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 4 6006725 6128419 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 5 38017264 38218916 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 7 8088794 8221827 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 8 16797730 17152766 "8730584_8309269" 24627903 "no"
"8730584" "M" "8309269" 8 41780669 41896952 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 10 16257537 16294118 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 14 13080506 13451056 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 18 3542301 3770987 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 19 4154672 4541219 "8730584_8309269" NA "no"
"8730584" "M" "8309269" 29 13543008 13789803 "8730584_8309269" 51728630 "no"
"8730584" "M" "8309269" 29 65518433 65662443 "8730584_8309269" NA "no"
"8730584" "M" "8747555" 1 15098275 15516961 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 2 38775937 39156295 "8730584_8747555" 93184615 "no"
"8730584" "M" "8747555" 2 132340910 132624770 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 3 16599967 17777054 "8730584_8747555" 91298495 "no"
"8730584" "M" "8747555" 3 109075549 109680429 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 6 13825818 17381422 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 7 30802061 31213085 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 11 11959789 12174397 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 12 13175491 13319226 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 15 8849506 9728111 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 19 4132290 4892869 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 20 6579123 7063018 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 22 1165341 3018735 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 26 343310 899018 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 28 869211 2494917 "8730584_8747555" NA "no"
"8730584" "M" "8747555" 29 11644993 11931011 "8730584_8747555" 45877794 "no"
"8730584" "M" "8747555" 29 57808805 58078530 "8730584_8747555" NA "no"
"8730584" "M" "8800018" 1 14406162 14618631 "8730584_8800018" 485966 "no"
"8730584" "M" "8800018" 1 15104597 15516961 "8730584_8800018" 324649 "no"
"8730584" "M" "8800018" 1 15841610 15961004 "8730584_8800018" 72966778 "no"
"8730584" "M" "8800018" 1 88927782 88995152 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 3 99782084 100134602 "8730584_8800018" 56892 "no"
"8730584" "M" "8800018" 3 100191494 100476576 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 8 11246426 11422179 "8730584_8800018" 21558439 "no"
"8730584" "M" "8800018" 8 32980618 33161948 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 10 16431138 16559964 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 12 14084239 14199120 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 13 14013357 14799199 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 14 7492979 7668104 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 15 11112548 12005261 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 17 5898426 6226910 "8730584_8800018" 1551909 "no"
"8730584" "M" "8800018" 17 7778819 8511906 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 18 2970337 3100386 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 19 5204498 5355412 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 21 4217025 4439428 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 24 3491159 4473940 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 26 1222381 3098894 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 28 6938 2158307 "8730584_8800018" 613708 "no"
"8730584" "M" "8800018" 28 2772015 3126471 "8730584_8800018" NA "no"
"8730584" "M" "8800018" 29 12733262 13162490 "8730584_8800018" NA "no"
"8730584" "M" "8800019" 1 107631172 109148049 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 5 6749188 19210155 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 6 9849858 10586806 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 11 14377592 14649161 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 12 13371180 13980686 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 13 8003367 8400947 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 14 632105 2868772 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 15 4097482 4647222 "8730584_8800019" 4154562 "no"
"8730584" "M" "8800019" 15 8801784 10404924 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 17 8202249 8788151 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 19 3160212 3827325 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 23 2900313 4130002 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 24 101870 4453401 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 26 1080616 3098894 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 28 2557167 3338328 "8730584_8800019" NA "no"
"8730584" "M" "8800019" 29 65666124 66013202 "8730584_8800019" NA "no"
"8730584" "M" "8800021" 1 19578556 19915209 "8730584_8800021" 88623873 "no"
"8730584" "M" "8800021" 1 108539082 109356013 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 2 109181812 109704730 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 3 4119267 4466954 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 4 57542947 61907604 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 5 6503953 7240150 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 8 48535005 49257027 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 9 16312433 16587160 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 11 10583947 10873611 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 18 10402434 11446690 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 19 259110 824136 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 22 927561 3238085 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 23 4175583 4827880 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 26 2102465 3211186 "8730584_8800021" NA "no"
"8730584" "M" "8800021" 29 65515215 65846981 "8730584_8800021" NA "no"
"8730584" "M" "8800030" 1 85939293 86090087 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 2 4819574 4963022 "8730584_8800030" 95904216 "no"
"8730584" "M" "8800030" 2 100867238 101065143 "8730584_8800030" 42185482 "no"
"8730584" "M" "8800030" 2 143250625 144174542 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 3 12900657 13085434 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 5 54009637 54392154 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 7 24893573 25016374 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 8 4345890 4727181 "8730584_8800030" 35882702 "no"
"8730584" "M" "8800030" 8 40609883 40819971 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 10 8831022 9018471 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 11 16755413 17200566 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 12 12076238 12513380 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 17 10209886 10394023 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 23 3350116 4130002 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 24 2936430 5130805 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 26 1787308 3134430 "8730584_8800030" NA "no"
"8730584" "M" "8800030" 29 707083 1161650 "8730584_8800030" NA "no"
"8730584" "M" "8857232" 1 9662799 9764895 "8730584_8857232" 95198450 "no"
"8730584" "M" "8857232" 1 104963345 105475625 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 3 8169437 8365412 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 4 9678271 9770237 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 6 15728080 16716157 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 8 17254387 17321153 "8730584_8857232" 25831608 "no"
"8730584" "M" "8857232" 8 43152761 43359065 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 10 17993079 18594598 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 14 18979 2752796 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 15 5153445 5475277 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 18 6195664 6609150 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 19 6135077 9451133 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 21 420 210259 "8730584_8857232" 49317 "no"
"8730584" "M" "8857232" 21 259576 421033 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 24 608659 2860150 "8730584_8857232" NA "no"
"8730584" "M" "8857232" 29 47178353 47552050 "8730584_8857232" NA "no"
"8730584" "M" "8866792" 1 106021812 106373192 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 2 120253903 120562555 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 3 11989591 12175402 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 4 3464333 18471202 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 5 58281286 59492626 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 6 25009156 25680581 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 7 25854676 27162782 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 11 17858283 19559675 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 13 7724513 8150279 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 15 2663557 2973459 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 18 2071985 2865162 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 20 5811361 6353424 "8730584_8866792" NA "no"
"8730584" "M" "8866792" 29 1911210 2190198 "8730584_8866792" 44093211 "no"
"8730584" "M" "8866792" 29 46283409 62546392 "8730584_8866792" NA "no"
"8730584" "M" "8887230" 1 112149061 112673038 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 2 54279992 54614151 "8730584_8887230" 89763724 "no"
"8730584" "M" "8887230" 2 144377875 144712463 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 3 17056935 17215618 "8730584_8887230" 65263760 "no"
"8730584" "M" "8887230" 3 82479378 82525779 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 4 2475343 2745964 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 5 6267944 6425913 "8730584_8887230" 50471621 "no"
"8730584" "M" "8887230" 5 56897534 57153215 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 7 7261916 7518159 "8730584_8887230" 102350 "no"
"8730584" "M" "8887230" 7 7620509 7803433 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 9 19046351 19216078 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 10 3658149 3884766 "8730584_8887230" 2322830 "no"
"8730584" "M" "8887230" 10 6207596 6278990 "8730584_8887230" 626813 "no"
"8730584" "M" "8887230" 10 6905803 7304791 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 12 7445632 8483342 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 13 11920599 12037322 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 14 699573 2752796 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 15 9912950 10357656 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 19 5378206 6135077 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 20 3150093 3220535 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 23 5349109 6894494 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 24 1867867 2860150 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 27 2505086 2859082 "8730584_8887230" NA "no"
"8730584" "M" "8887230" 28 1881822 2420394 "8730584_8887230" NA "no"
"8730584" "M" "8887278" 1 15098275 15437687 "8730584_8887278" 73582177 "no"
"8730584" "M" "8887278" 1 89019864 92005633 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 2 9115671 9137581 "8730584_8887278" 118496631 "no"
"8730584" "M" "8887278" 2 127634212 127795921 "8730584_8887278" 3779538 "no"
"8730584" "M" "8887278" 2 131575459 131815036 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 4 1381455 1621309 "8730584_8887278" 367475 "no"
"8730584" "M" "8887278" 4 1988784 2463197 "8730584_8887278" 44534228 "no"
"8730584" "M" "8887278" 4 46997425 47185693 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 5 7074721 7458429 "8730584_8887278" 47780042 "no"
"8730584" "M" "8887278" 5 55238471 55397102 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 6 1806551 1942021 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 8 8047327 8240208 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 10 18213201 18725132 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 15 5824250 5911920 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 18 2107756 2677431 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 19 4154672 4541219 "8730584_8887278" 1280761 "no"
"8730584" "M" "8887278" 19 5821980 6135077 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 23 748037 868587 "8730584_8887278" 4429393 "no"
"8730584" "M" "8887278" 23 5297980 5876308 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 26 2102465 3134430 "8730584_8887278" NA "no"
"8730584" "M" "8887278" 28 2856216 3338328 "8730584_8887278" NA "no"
"8730584" "M" "8887279" 1 104963345 105275473 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 2 111765718 111883469 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 3 4714313 5200285 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 5 24788140 24941570 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 9 19505000 20304650 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 11 17570054 17745828 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 13 7708463 7799811 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 14 632105 2120520 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 17 5258453 5535256 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 18 9336357 9979611 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 19 3931169 4078762 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 20 7736826 8103178 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 24 2936430 3968251 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 26 2102465 3134430 "8730584_8887279" 2821645 "no"
"8730584" "M" "8887279" 26 5956075 6890404 "8730584_8887279" NA "no"
"8730584" "M" "8887279" 29 45151054 45154958 "8730584_8887279" NA "no"
"8730584" "M" "8887286" 2 102790073 103228581 "8730584_8887286" 101389 "no"
"8730584" "M" "8887286" 2 103329970 103440707 "8730584_8887286" 37834875 "no"
"8730584" "M" "8887286" 2 141275582 141426719 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 3 2303840 2603556 "8730584_8887286" 5565881 "no"
"8730584" "M" "8887286" 3 8169437 8371666 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 4 38820880 38951705 "8730584_8887286" 9381825 "no"
"8730584" "M" "8887286" 4 48333530 48814895 "8730584_8887286" 18535705 "no"
"8730584" "M" "8887286" 4 67350600 70334857 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 5 8789722 9236679 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 8 5196655 8326002 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 9 4870027 4895281 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 11 17323335 17462346 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 12 6368000 6746104 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 13 12383911 12534729 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 14 5281543 5476109 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 15 11124055 11571831 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 19 3511517 3657209 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 24 608659 1835817 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 26 861749 3211186 "8730584_8887286" 2363954 "no"
"8730584" "M" "8887286" 26 5575140 5709178 "8730584_8887286" NA "no"
"8730584" "M" "8887286" 29 68120377 68416011 "8730584_8887286" NA "no"
"8730584" "M" "8887453" 1 13850595 14226471 "8730584_8887453" 74793393 "no"
"8730584" "M" "8887453" 1 89019864 92005633 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 2 131016505 131274477 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 3 109789011 109960866 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 4 60885720 61187714 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 5 6464731 6486792 "8730584_8887453" 47931688 "no"
"8730584" "M" "8887453" 5 54418480 54530655 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 6 18490315 18756221 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 8 8749153 8989198 "8730584_8887453" 33742793 "no"
"8730584" "M" "8887453" 8 42731991 43058345 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 10 11077666 11201941 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 11 11070635 11153620 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 13 2859920 3176881 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 15 10404924 10693110 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 17 8511906 8942561 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 24 1674270 2936430 "8730584_8887453" NA "no"
"8730584" "M" "8887453" 26 2102465 3134430 "8730584_8887453" NA "no"
"8730584" "M" "8934313" 1 491155 936934 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 2 144714327 144863320 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 3 15781064 15878170 "8730584_8934313" 92758573 "no"
"8730584" "M" "8934313" 3 108636743 108773760 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 5 54624769 54861886 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 6 12567695 12681263 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 11 15466126 15547743 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 12 17999524 19027485 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 15 4103807 4647222 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 17 10209886 10895855 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 21 1032587 1719087 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 28 2158307 2424157 "8730584_8934313" NA "no"
"8730584" "M" "8934313" 29 65703607 65848076 "8730584_8934313" NA "no"
"8730584" "M" "8939608" 4 66913078 70334857 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 5 6421555 6438558 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 8 41911507 42177409 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 9 18546720 18732160 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 15 10583405 11112548 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 18 8299248 8544790 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 20 7736826 8103178 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 22 2490684 3409004 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 24 26854 236194 "8730584_8939608" NA "no"
"8730584" "M" "8939608" 29 2291013 2434807 "8730584_8939608" NA "no"
"8730584" "M" "8943025" 1 548354 1270822 "8730584_8943025" 44809942 "no"
"8730584" "M" "8943025" 1 46080764 47323145 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 2 27603140 27652762 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 3 28219710 28362085 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 5 58246805 59075551 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 6 13355974 13451300 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 7 30677638 30869614 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 9 9274206 11935726 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 11 16187681 16253471 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 12 13608893 14066632 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 18 4568399 4775411 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 20 10495607 10635206 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 23 5297980 6284839 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 24 2936430 4689751 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 26 2102465 3134430 "8730584_8943025" 2574748 "no"
"8730584" "M" "8943025" 26 5709178 6890404 "8730584_8943025" NA "no"
"8730584" "M" "8943025" 29 4465242 4912830 "8730584_8943025" 57505983 "no"
"8730584" "M" "8943025" 29 62418813 62568462 "8730584_8943025" NA "no"
"8730584" "M" "8981247" 1 51584589 51837891 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 2 142835047 143222119 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 4 11153604 11395977 "8730584_8981247" 49901461 "no"
"8730584" "M" "8981247" 4 61297438 61915570 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 6 22759086 22882934 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 7 28243776 28687772 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 8 38930587 39246159 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 13 8801321 9245238 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 14 12726255 13344390 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 15 9116966 9912950 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 19 5158123 5355412 "8730584_8981247" NA "no"
"8730584" "M" "8981247" 20 8939470 9371643 "8730584_8981247" NA "no"
"8730584" "M" "8981609" 3 2248112 2391948 "8730584_8981609" 61972893 "no"
"8730584" "M" "8981609" 3 64364841 73805894 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 4 48333530 48802404 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 5 2504189 2576031 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 6 3168051 3600944 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 10 17574291 18115367 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 11 18567956 20292627 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 12 9433930 9643040 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 13 14013357 14799199 "8730584_8981609" NA "no"
"8730584" "M" "8981609" 14 8653533 8776892 "8730584_8981609" NA "no"
